subNum	BN	TN	TotalTrialNum	targetForce1	targetForce2	targetForce3	targetForce4	targetForce5	endForce1	endForce2	endForce3	endForce4	endForce5	endForcePurturbed1	endForcePurturbed2	endForcePurturbed3	endForcePurturbed4	endForcePurturbed5	purturbation1	purturbation2	purturbation3	purturbation4	purturbation5	forceGain	trialCorr	trialErrorType	num_targets
1	12	7	337	-2.0	-2.0	0.0	-2.0	0.0	-2.422	-2.124	-1.498	-1.613	-0.051	-1.706	-2.704	-1.421	-0.594	0.34	0.72	-0.58	0.08	1.02	0.39	1.0	1	0	3
1	12	8	338	-2.0	-2.0	0.0	-2.0	0.0	-2.493	-1.115	-1.251	-1.839	-0.147	-2.94	-1.558	-0.883	-2.033	-0.574	-0.45	-0.44	0.37	-0.19	-0.43	1.0	1	0	3
1	12	9	339	-2.0	-2.0	0.0	-2.0	0.0	-1.896	-1.53	-1.159	-1.287	-0.077	-1.522	-0.833	-0.762	-1.215	-0.203	0.37	0.7	0.4	0.07	-0.13	1.0	1	0	3
1	12	10	340	-2.0	-2.0	0.0	-2.0	0.0	-2.46	-0.888	-1.873	-1.898	-0.198	-2.022	-0.96	-2.476	-1.994	-0.69	0.44	-0.07	-0.6	-0.1	-0.49	1.0	1	0	3
1	12	11	341	-2.0	-2.0	0.0	-2.0	0.0	-2.631	-1.137	-1.303	-1.872	-0.324	-3.158	-1.881	-1.208	-1.698	0.041	-0.53	-0.74	0.09	0.17	0.36	1.0	1	0	3
1	12	12	342	-2.0	-2.0	0.0	-2.0	0.0	-3.161	-1.807	-2.753	-1.117	-0.178	-3.265	-2.465	-2.58	-1.491	-0.31	-0.1	-0.66	0.17	-0.37	-0.13	1.0	1	0	3
1	12	13	343	-2.0	-2.0	0.0	-2.0	0.0	-2.682	-1.152	-1.858	-2.152	-0.263	-2.775	-1.278	-2.32	-2.087	-0.238	-0.09	-0.13	-0.46	0.06	0.03	1.0	1	0	3
1	12	14	344	-2.0	-2.0	0.0	-2.0	0.0	-3.041	-0.928	-2.12	-2.265	-0.205	-1.983	-0.321	-2.418	-2.716	-0.119	1.06	0.61	-0.3	-0.45	0.09	1.0	1	0	3
1	12	15	345	-2.0	-2.0	0.0	-2.0	0.0	-1.947	-1.399	-1.655	-1.472	-0.223	-0.983	-1.64	-1.829	-1.441	-0.455	0.96	-0.24	-0.17	0.03	-0.23	1.0	1	0	3
1	12	16	346	-2.0	-2.0	0.0	-2.0	0.0	-2.209	-1.548	-1.533	-1.701	-0.131	-2.508	-1.476	-1.173	-1.805	-0.522	-0.3	0.07	0.36	-0.1	-0.39	1.0	1	0	3
1	12	17	347	-2.0	-2.0	0.0	-2.0	0.0	-1.756	-1.522	-1.811	-2.035	-0.232	-2.014	-1.188	-2.112	-3.183	-0.238	-0.26	0.33	-0.3	-1.15	-0.01	1.0	1	0	3
1	12	18	348	-2.0	-2.0	0.0	-2.0	0.0	-1.98	-1.106	-1.373	-1.526	-0.193	-1.824	-0.273	-0.627	-1.435	-0.018	0.16	0.83	0.75	0.09	0.18	1.0	1	0	3
1	12	19	349	-2.0	-2.0	0.0	-2.0	0.0	-2.241	-1.536	-1.215	-1.887	-0.252	-1.352	-1.993	-1.619	-1.716	1.028	0.89	-0.46	-0.4	0.17	1.28	1.0	1	0	3
1	12	20	350	-2.0	-2.0	0.0	-2.0	0.0	-2.215	-1.339	-1.441	-1.919	-0.193	-2.758	-1.401	-1.257	-1.745	-0.07	-0.54	-0.06	0.18	0.17	0.12	1.0	1	0	3
1	12	21	351	-2.0	-2.0	0.0	-2.0	0.0	-2.646	-1.208	-2.201	-1.827	-0.128	-2.396	-1.741	-1.497	-1.609	0.492	0.25	-0.53	0.7	0.22	0.62	1.0	1	0	3
1	12	22	352	-2.0	-2.0	0.0	-2.0	0.0	-3.136	-1.373	-1.487	-1.733	-0.419	-3.309	-0.894	-1.663	-1.601	-0.663	-0.17	0.48	-0.18	0.13	-0.24	1.0	1	0	3
1	12	23	353	-2.0	-2.0	0.0	-2.0	0.0	-3.035	-1.51	-2.541	-1.565	-0.113	-3.15	-1.446	-3.584	-1.426	-0.149	-0.11	0.06	-1.04	0.14	-0.04	1.0	1	0	3
1	12	24	354	-2.0	-2.0	0.0	-2.0	0.0	-3.204	-1.644	-2.045	-2.104	-0.191	-2.836	-1.257	-1.753	-1.754	-0.143	0.37	0.39	0.29	0.35	0.05	1.0	1	0	3
1	12	25	355	-2.0	-2.0	0.0	-2.0	0.0	-2.621	-0.863	-2.449	-1.548	-0.128	-2.016	-0.444	-1.825	-2.409	0.067	0.6	0.42	0.62	-0.86	0.2	1.0	1	0	3
1	12	26	356	-2.0	-2.0	0.0	-2.0	0.0	-1.952	-1.595	-1.731	-1.677	-0.227	-2.567	-1.317	-2.224	-1.774	0.401	-0.62	0.28	-0.49	-0.1	0.63	1.0	1	0	3
1	12	27	357	-2.0	-2.0	0.0	-2.0	0.0	-1.945	-3.527	-1.132	-1.163	-0.097	-0.909	-3.032	-1.512	-0.96	-0.429	1.04	0.5	-0.38	0.2	-0.33	1.0	1	0	3
1	12	28	358	-2.0	-2.0	0.0	-2.0	0.0	-2.001	-1.842	-1.473	-1.871	-0.226	-1.761	-1.886	-2.272	-1.54	-1.208	0.24	-0.04	-0.8	0.33	-0.98	1.0	1	0	3
1	12	29	359	-2.0	-2.0	0.0	-2.0	0.0	-1.615	-3.175	-1.044	-1.23	-0.068	-1.466	-3.473	-0.873	-1.166	-0.067	0.15	-0.3	0.17	0.06	0.0	1.0	1	0	3
1	12	30	360	-2.0	-2.0	0.0	-2.0	0.0	-1.67	-3.188	-0.878	-1.132	-0.13	-1.955	-3.497	-1.583	-0.589	-0.072	-0.29	-0.31	-0.7	0.54	0.06	1.0	1	0	3
1	13	1	361	-2.0	-2.0	0.0	0.0	0.0	-3.097	-2.891	-0.006	-0.019	-0.079	-3.259	-2.963	-0.449	-0.268	-0.169	-0.16	-0.07	-0.44	-0.25	-0.09	1.0	1	0	2
1	13	2	362	-2.0	-2.0	0.0	0.0	0.0	-2.402	-2.393	-0.004	0.015	0.001	-1.629	-3.263	0.15	0.644	0.13	0.77	-0.87	0.15	0.63	0.13	1.0	1	0	2
1	13	3	363	-2.0	-2.0	0.0	0.0	0.0	-2.053	-2.154	-0.004	-0.01	-0.008	-2.103	-0.683	0.306	-0.214	-0.676	-0.05	1.47	0.31	-0.2	-0.67	1.0	1	0	2
1	13	4	364	-2.0	-2.0	0.0	0.0	0.0	-2.106	-3.197	-0.061	-0.044	-0.019	-2.039	-2.703	-0.673	-0.545	0.164	0.07	0.49	-0.61	-0.5	0.18	1.0	1	0	2
1	13	5	365	-2.0	-2.0	0.0	0.0	0.0	-2.351	-2.58	-0.094	-0.093	-0.018	-2.383	-2.55	0.013	0.421	0.342	-0.03	0.03	0.11	0.51	0.36	1.0	1	0	2
1	13	6	366	-2.0	-2.0	0.0	0.0	0.0	-1.907	-2.473	0.16	0.045	-0.058	-1.952	-2.451	0.268	-0.012	0.264	-0.04	0.02	0.11	-0.06	0.32	1.0	1	0	2
1	13	7	367	-2.0	-2.0	0.0	0.0	0.0	-1.652	-2.809	0.01	0.019	-0.003	-1.232	-2.527	0.574	-0.22	0.264	0.42	0.28	0.56	-0.24	0.27	1.0	1	0	2
1	13	8	368	-2.0	-2.0	0.0	0.0	0.0	-2.174	-3.078	-0.011	0.007	0.02	-2.307	-3.389	-0.159	-0.139	0.571	-0.13	-0.31	-0.15	-0.15	0.55	1.0	1	0	2
1	13	9	369	-2.0	-2.0	0.0	0.0	0.0	-1.124	-2.698	-0.011	0.038	-0.007	-0.957	-2.005	0.002	-1.046	-0.595	0.17	0.69	0.01	-1.08	-0.59	1.0	1	0	2
1	13	10	370	-2.0	-2.0	0.0	0.0	0.0	-1.79	-2.688	-0.011	-0.038	-0.019	-2.56	-2.472	-0.306	0.139	-0.017	-0.77	0.22	-0.3	0.18	0.0	1.0	1	0	2
1	13	11	371	-2.0	-2.0	0.0	0.0	0.0	-1.405	-2.295	-0.053	-0.024	-0.018	-1.422	-1.641	-0.082	-0.924	-0.685	-0.02	0.65	-0.03	-0.9	-0.67	1.0	1	0	2
1	13	12	372	-2.0	-2.0	0.0	0.0	0.0	-1.45	-2.894	-0.058	-0.065	-0.031	-1.059	-2.947	0.315	0.443	-0.947	0.39	-0.05	0.37	0.51	-0.92	1.0	1	0	2
1	13	13	373	-2.0	-2.0	0.0	0.0	0.0	-1.632	-2.527	-0.013	-0.066	-0.023	-1.558	-2.449	-0.24	-0.021	0.428	0.07	0.08	-0.23	0.04	0.45	1.0	1	0	2
1	13	14	374	-2.0	-2.0	0.0	0.0	0.0	-1.676	-1.441	-0.211	-0.038	-0.001	-1.607	-1.213	-1.203	-0.31	-0.395	0.07	0.23	-0.99	-0.27	-0.39	1.0	1	0	2
1	13	15	375	-2.0	-2.0	0.0	0.0	0.0	-1.47	-2.128	-0.049	-0.032	-0.048	-0.857	-2.109	0.233	0.807	-0.344	0.61	0.02	0.28	0.84	-0.3	1.0	1	0	2
1	13	16	376	-2.0	-2.0	0.0	0.0	0.0	-1.738	-2.126	-0.056	-0.046	-0.104	-1.583	-2.415	0.591	0.886	-0.656	0.16	-0.29	0.65	0.93	-0.55	1.0	1	0	2
1	13	17	377	-2.0	-2.0	0.0	0.0	0.0	-1.288	-1.938	-0.063	-0.043	-0.098	-1.507	-1.816	-0.131	0.224	-0.377	-0.22	0.12	-0.07	0.27	-0.28	1.0	1	0	2
1	13	18	378	-2.0	-2.0	0.0	0.0	0.0	-1.357	-2.181	-0.055	-0.038	-0.104	-0.544	-2.584	-0.486	0.523	-1.208	0.81	-0.4	-0.43	0.56	-1.1	1.0	1	0	2
1	13	19	379	-2.0	-2.0	0.0	0.0	0.0	-1.262	-2.282	0.017	-0.01	-0.067	-1.416	-2.157	0.052	-0.053	0.31	-0.15	0.12	0.03	-0.04	0.38	1.0	1	0	2
1	13	20	380	-2.0	-2.0	0.0	0.0	0.0	-1.857	-2.858	-0.038	-0.091	-0.075	-2.351	-3.367	-0.719	-0.256	0.443	-0.49	-0.51	-0.68	-0.16	0.52	1.0	1	0	2
1	13	21	381	-2.0	-2.0	0.0	0.0	0.0	-1.903	-3.726	0.006	-0.043	-0.089	-2.085	-3.893	-0.309	0.706	0.184	-0.18	-0.17	-0.32	0.75	0.27	1.0	1	0	2
1	13	22	382	-2.0	-2.0	0.0	0.0	0.0	-1.606	-2.893	0.023	-0.032	-0.066	-2.483	-2.589	-0.125	-0.035	0.186	-0.88	0.3	-0.15	-0.0	0.25	1.0	1	0	2
1	13	23	383	-2.0	-2.0	0.0	0.0	0.0	-1.111	-2.075	0.073	-0.019	-0.076	-1.608	-2.29	0.651	-0.423	0.194	-0.5	-0.21	0.58	-0.4	0.27	1.0	1	0	2
1	13	24	384	-2.0	-2.0	0.0	0.0	0.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	1	2
1	13	25	385	-2.0	-2.0	0.0	0.0	0.0	-1.246	-2.191	0.035	-0.003	-0.014	-0.857	-2.684	0.089	0.438	-0.129	0.39	-0.49	0.05	0.44	-0.12	1.0	1	0	2
1	13	26	386	-2.0	-2.0	0.0	0.0	0.0	-1.311	-2.208	0.015	-0.021	-0.02	-1.611	-2.332	0.908	0.064	0.657	-0.3	-0.12	0.89	0.08	0.68	1.0	1	0	2
1	13	27	387	-2.0	-2.0	0.0	0.0	0.0	-1.775	-3.188	-0.054	-0.061	-0.059	-2.338	-2.972	-1.142	-0.641	-0.598	-0.56	0.22	-1.09	-0.58	-0.54	1.0	1	0	2
1	13	28	388	-2.0	-2.0	0.0	0.0	0.0	-1.3	-2.489	0.052	-0.002	0.001	-1.209	-2.965	-0.002	-0.867	0.184	0.09	-0.48	-0.05	-0.86	0.18	1.0	1	0	2
1	13	29	389	-2.0	-2.0	0.0	0.0	0.0	-1.775	-3.066	0.0	-0.022	-0.06	-1.638	-2.535	-0.0	-0.478	-0.647	0.14	0.53	-0.0	-0.46	-0.59	1.0	1	0	2
1	13	30	390	-2.0	-2.0	0.0	0.0	0.0	-1.5	-2.699	-0.064	-0.083	-0.076	-1.689	-2.848	0.78	-0.625	-0.833	-0.19	-0.15	0.84	-0.54	-0.76	1.0	1	0	2
1	14	1	391	0.0	0.0	-2.0	0.0	-2.0	-0.119	-0.361	-1.811	-0.84	-1.983	0.656	-0.913	-1.485	-1.764	-2.307	0.78	-0.55	0.33	-0.92	-0.32	1.0	1	0	2
1	14	2	392	0.0	0.0	-2.0	0.0	-2.0	-0.217	-0.545	-2.274	-1.808	-2.064	-0.024	0.128	-2.059	-2.144	-1.77	0.19	0.67	0.21	-0.34	0.29	1.0	1	0	2
1	14	3	393	0.0	0.0	-2.0	0.0	-2.0	-0.123	-0.307	-2.363	-1.71	-0.971	0.33	-0.286	-1.62	-2.017	-1.194	0.45	0.02	0.74	-0.31	-0.22	1.0	1	0	2
1	14	4	394	0.0	0.0	-2.0	0.0	-2.0	-0.043	-0.616	-1.89	-1.211	-1.325	0.213	-1.395	-1.446	-1.49	-1.623	0.26	-0.78	0.44	-0.28	-0.3	1.0	1	0	2
1	14	5	395	0.0	0.0	-2.0	0.0	-2.0	-0.152	-0.329	-1.441	-1.893	-1.731	-0.347	-0.474	-1.292	-1.711	-0.923	-0.19	-0.14	0.15	0.18	0.81	1.0	1	0	2
1	14	6	396	0.0	0.0	-2.0	0.0	-2.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	2	2
1	14	7	397	0.0	0.0	-2.0	0.0	-2.0	-0.072	-0.233	-1.534	-1.434	-1.15	-0.197	0.143	-1.621	-1.639	-0.796	-0.12	0.38	-0.09	-0.21	0.35	1.0	1	0	2
1	14	8	398	0.0	0.0	-2.0	0.0	-2.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	2	2
1	14	9	399	0.0	0.0	-2.0	0.0	-2.0	-0.236	-0.607	-2.18	-2.268	-2.684	-0.534	0.366	-2.187	-3.014	-3.63	-0.3	0.97	-0.01	-0.75	-0.95	1.0	1	0	2
1	14	10	400	0.0	0.0	-2.0	0.0	-2.0	-0.212	-0.53	-2.108	-1.956	-2.168	-0.719	-0.177	-2.348	-0.849	-1.701	-0.51	0.35	-0.24	1.11	0.47	1.0	1	0	2
1	14	11	401	0.0	0.0	-2.0	0.0	-2.0	-0.142	-0.504	-2.015	-1.706	-1.625	-0.877	-1.087	-2.643	-2.283	-2.394	-0.74	-0.58	-0.63	-0.58	-0.77	1.0	1	0	2
1	14	12	402	0.0	0.0	-2.0	0.0	-2.0	-0.172	-0.45	-2.222	-2.098	-2.842	0.241	-0.513	-2.12	-2.295	-4.047	0.41	-0.06	0.1	-0.2	-1.2	1.0	1	0	2
1	14	13	403	0.0	0.0	-2.0	0.0	-2.0	-0.057	-0.096	-1.389	-1.446	-1.678	0.524	0.336	-2.151	-1.723	-2.028	0.58	0.43	-0.76	-0.28	-0.35	1.0	1	0	2
1	14	14	404	0.0	0.0	-2.0	0.0	-2.0	-0.04	-0.314	-1.299	-1.15	-1.437	-0.806	-1.099	-2.002	-0.988	-1.439	-0.77	-0.78	-0.7	0.16	-0.0	1.0	1	0	2
1	14	15	405	0.0	0.0	-2.0	0.0	-2.0	-0.104	-0.406	-1.541	-1.436	-1.041	0.446	0.972	-1.34	-1.74	-0.868	0.55	1.38	0.2	-0.3	0.17	1.0	1	0	2
1	14	16	406	0.0	0.0	-2.0	0.0	-2.0	-0.03	-0.313	-1.532	-1.491	-0.831	-0.129	0.241	-1.335	-0.733	-0.595	-0.1	0.55	0.2	0.76	0.24	1.0	1	0	2
1	14	17	407	0.0	0.0	-2.0	0.0	-2.0	-0.109	-0.278	-1.361	-1.468	-1.561	0.124	-0.637	-1.399	-1.121	-1.505	0.23	-0.36	-0.04	0.35	0.06	1.0	1	0	2
1	14	18	408	0.0	0.0	-2.0	0.0	-2.0	-0.091	-0.351	-1.673	-1.721	-1.395	-0.503	-0.227	-0.838	-1.28	-1.922	-0.41	0.12	0.84	0.44	-0.53	1.0	1	0	2
1	14	19	409	0.0	0.0	-2.0	0.0	-2.0	-0.006	-0.295	-2.027	-0.996	-1.228	-0.884	-0.042	-1.945	-0.629	-0.98	-0.88	0.25	0.08	0.37	0.25	1.0	1	0	2
1	14	20	410	0.0	0.0	-2.0	0.0	-2.0	-0.006	-0.347	-1.531	-1.137	-1.114	0.573	-1.076	-1.511	-0.667	-0.879	0.58	-0.73	0.02	0.47	0.24	1.0	1	0	2
1	14	21	411	0.0	0.0	-2.0	0.0	-2.0	-0.004	-0.447	-2.053	-1.648	-1.584	-1.172	-0.788	-1.884	-1.848	-0.576	-1.17	-0.34	0.17	-0.2	1.01	1.0	1	0	2
1	14	22	412	0.0	0.0	-2.0	0.0	-2.0	-0.043	-0.074	-1.274	-1.902	-2.097	-0.297	0.098	-1.257	-2.003	-2.202	-0.25	0.17	0.02	-0.1	-0.1	1.0	1	0	2
1	14	23	413	0.0	0.0	-2.0	0.0	-2.0	-0.005	-0.288	-1.769	-1.528	-1.456	0.015	-0.992	-1.965	-1.154	-1.142	0.02	-0.7	-0.2	0.37	0.31	1.0	1	0	2
1	14	24	414	0.0	0.0	-2.0	0.0	-2.0	-0.006	-0.322	-2.423	-2.125	-1.203	0.095	0.114	-2.207	-1.732	-0.455	0.1	0.44	0.22	0.39	0.75	1.0	1	0	2
1	14	25	415	0.0	0.0	-2.0	0.0	-2.0	-0.006	-0.199	-1.155	-1.719	-2.053	-0.101	0.01	-1.687	-2.048	-2.953	-0.1	0.21	-0.53	-0.33	-0.9	1.0	1	0	2
1	14	26	416	0.0	0.0	-2.0	0.0	-2.0	0.004	-0.218	-2.155	-1.51	-1.181	0.284	-0.758	-2.452	-1.218	-0.63	0.28	-0.54	-0.3	0.29	0.55	1.0	1	0	2
1	14	27	417	0.0	0.0	-2.0	0.0	-2.0	-0.006	-0.128	-1.555	-1.69	-1.496	-0.131	-0.956	-2.009	-0.909	-2.011	-0.12	-0.83	-0.45	0.78	-0.52	1.0	1	0	2
1	14	28	418	0.0	0.0	-2.0	0.0	-2.0	-0.007	-0.214	-1.681	-1.497	-0.974	-0.23	0.389	-1.892	-2.635	-0.749	-0.22	0.6	-0.21	-1.14	0.22	1.0	1	0	2
1	14	29	419	0.0	0.0	-2.0	0.0	-2.0	-0.005	-0.233	-2.122	-1.591	-1.201	-0.65	-0.492	-2.499	-0.901	-1.295	-0.64	-0.26	-0.38	0.69	-0.09	1.0	1	0	2
1	14	30	420	0.0	0.0	-2.0	0.0	-2.0	-0.007	-0.297	-1.792	-1.881	-1.523	-0.109	-0.565	-2.025	-2.069	-1.946	-0.1	-0.27	-0.23	-0.19	-0.42	1.0	1	0	2
1	15	1	421	0.0	-2.0	0.0	0.0	-2.0	-0.116	-2.197	-0.27	-0.462	-1.565	-0.747	-2.168	-0.048	-0.271	-2.283	-0.63	0.03	0.22	0.19	-0.72	1.0	1	0	2
1	15	2	422	0.0	-2.0	0.0	0.0	-2.0	-0.159	-1.318	-0.171	-0.296	-1.367	-0.278	-1.815	0.262	-0.543	-1.213	-0.12	-0.5	0.43	-0.25	0.15	1.0	1	0	2
1	15	3	423	0.0	-2.0	0.0	0.0	-2.0	-0.195	-2.552	-0.226	-0.329	-1.434	0.408	-3.031	-0.529	-1.17	-0.511	0.6	-0.48	-0.3	-0.84	0.92	1.0	1	0	2
1	15	4	424	0.0	-2.0	0.0	0.0	-2.0	-0.031	-2.334	-0.27	-0.438	-1.892	-0.188	-1.895	-0.349	-0.461	-1.815	-0.16	0.44	-0.08	-0.02	0.08	1.0	1	0	2
1	15	5	425	0.0	-2.0	0.0	0.0	-2.0	-0.197	-3.09	-0.522	-0.689	-2.177	-1.42	-2.878	-0.426	-0.974	-2.226	-1.22	0.21	0.1	-0.29	-0.05	1.0	1	0	2
1	15	6	426	0.0	-2.0	0.0	0.0	-2.0	-0.218	-2.594	-0.486	-0.874	-2.289	-1.036	-2.83	-0.193	-1.12	-2.554	-0.82	-0.24	0.29	-0.25	-0.26	1.0	1	0	2
1	15	7	427	0.0	-2.0	0.0	0.0	-2.0	-0.368	-3.177	-0.334	-0.562	-2.442	-0.248	-3.367	-0.62	-0.914	-2.803	0.12	-0.19	-0.29	-0.35	-0.36	1.0	1	0	2
1	15	8	428	0.0	-2.0	0.0	0.0	-2.0	-0.291	-2.633	-0.732	-0.843	-2.39	-0.409	-2.974	-0.698	-0.777	-3.588	-0.12	-0.34	0.03	0.07	-1.2	1.0	1	0	2
1	15	9	429	0.0	-2.0	0.0	0.0	-2.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	1	2
1	15	10	430	0.0	-2.0	0.0	0.0	-2.0	-0.362	-3.318	-0.717	-1.062	-2.718	0.556	-3.423	-0.143	-0.679	-2.574	0.92	-0.1	0.57	0.38	0.14	1.0	1	0	2
1	15	11	431	0.0	-2.0	0.0	0.0	-2.0	-0.381	-3.682	-0.545	-0.794	-2.801	-0.487	-3.913	-0.421	-1.191	-3.77	-0.11	-0.23	0.12	-0.4	-0.97	1.0	1	0	2
1	15	12	432	0.0	-2.0	0.0	0.0	-2.0	-0.297	-2.946	-0.611	-0.927	-2.617	-0.404	-2.856	-0.761	-1.632	-3.213	-0.11	0.09	-0.15	-0.7	-0.6	1.0	1	0	2
1	15	13	433	0.0	-2.0	0.0	0.0	-2.0	-0.269	-2.228	-0.642	-1.061	-2.596	0.179	-2.811	-1.24	-1.389	-2.123	0.45	-0.58	-0.6	-0.33	0.47	1.0	1	0	2
1	15	14	434	0.0	-2.0	0.0	0.0	-2.0	-0.331	-2.521	-0.55	-1.053	-2.574	-0.797	-2.778	-1.14	-1.062	-3.163	-0.47	-0.26	-0.59	-0.01	-0.59	1.0	1	0	2
1	15	15	435	0.0	-2.0	0.0	0.0	-2.0	-0.3	-3.002	-0.719	-1.102	-2.493	0.12	-2.543	-0.477	-1.449	-1.986	0.42	0.46	0.24	-0.35	0.51	1.0	1	0	2
1	15	16	436	0.0	-2.0	0.0	0.0	-2.0	-0.283	-2.476	-0.517	-1.11	-2.534	0.474	-2.666	-0.239	-0.455	-3.062	0.76	-0.19	0.28	0.66	-0.53	1.0	1	0	2
1	15	17	437	0.0	-2.0	0.0	0.0	-2.0	-0.341	-2.564	-0.411	-0.746	-2.222	0.073	-2.673	0.508	-0.639	-2.826	0.41	-0.11	0.92	0.11	-0.6	1.0	1	0	2
1	15	18	438	0.0	-2.0	0.0	0.0	-2.0	-0.373	-3.301	-0.255	-0.456	-2.194	-0.775	-2.743	-0.269	-0.451	-1.748	-0.4	0.56	-0.01	0.01	0.45	1.0	1	0	2
1	15	19	439	0.0	-2.0	0.0	0.0	-2.0	-0.425	-2.665	-0.501	-0.719	-1.836	-0.047	-1.287	-0.399	-0.124	-2.382	0.38	1.38	0.1	0.6	-0.55	1.0	1	0	2
1	15	20	440	0.0	-2.0	0.0	0.0	-2.0	-0.325	-2.875	-0.245	-0.481	-1.667	-0.209	-3.296	-0.069	-1.379	-2.497	0.12	-0.42	0.18	-0.9	-0.83	1.0	1	0	2
1	15	21	441	0.0	-2.0	0.0	0.0	-2.0	-0.26	-2.222	-0.055	-0.155	-1.519	0.446	-2.559	0.912	-0.077	-1.402	0.71	-0.34	0.97	0.08	0.12	1.0	1	0	2
1	15	22	442	0.0	-2.0	0.0	0.0	-2.0	-0.323	-2.707	-0.264	-0.565	-1.962	-0.823	-3.103	-0.142	-1.655	-2.382	-0.5	-0.4	0.12	-1.09	-0.42	1.0	1	0	2
1	15	23	443	0.0	-2.0	0.0	0.0	-2.0	-0.319	-2.566	-0.301	-0.603	-1.756	-0.274	-2.585	-0.899	0.292	-1.152	0.04	-0.02	-0.6	0.9	0.6	1.0	1	0	2
1	15	24	444	0.0	-2.0	0.0	0.0	-2.0	-0.377	-3.521	-0.459	-0.628	-2.57	-0.159	-4.024	0.083	-0.578	-3.323	0.22	-0.5	0.54	0.05	-0.75	1.0	1	0	2
1	15	25	445	0.0	-2.0	0.0	0.0	-2.0	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	-6.2774385622041925e+66	0.0	0.0	0.0	0.0	0.0	1.0	0	2	2
1	15	26	446	0.0	-2.0	0.0	0.0	-2.0	-0.179	-1.704	-0.102	-0.292	-2.172	-0.308	-1.296	0.618	-0.019	-1.834	-0.13	0.41	0.72	0.27	0.34	1.0	1	0	2
1	15	27	447	0.0	-2.0	0.0	0.0	-2.0	-0.206	-2.473	-0.047	-0.228	-1.645	-0.362	-2.791	0.393	-0.627	-1.737	-0.16	-0.32	0.44	-0.4	-0.09	1.0	1	0	2
1	15	28	448	0.0	-2.0	0.0	0.0	-2.0	-0.19	-2.169	-0.171	-0.283	-1.467	-0.867	-2.238	0.499	-0.545	-1.442	-0.68	-0.07	0.67	-0.26	0.03	1.0	1	0	2
1	15	29	449	0.0	-2.0	0.0	0.0	-2.0	-0.243	-2.506	-0.265	-0.264	-1.408	-0.681	-2.512	0.293	-1.149	-1.471	-0.44	-0.01	0.56	-0.88	-0.06	1.0	1	0	2
1	15	30	450	0.0	-2.0	0.0	0.0	-2.0	-0.172	-2.054	-0.271	-0.357	-1.453	-0.603	-1.145	-0.322	-0.436	-1.831	-0.43	0.91	-0.05	-0.08	-0.38	1.0	1	0	2
